,0
6688,2017-11-01 20:47:03.874
6689,2017-11-01 20:49:05.046
6690,2017-11-01 20:51:00.962
6691,2017-11-01 20:54:44.798
6692,2017-11-01 20:55:05.185
6693,2017-11-02 16:12:00.957
6694,2017-11-02 16:13:23.931
6695,2017-11-02 16:16:49.853
6696,2017-11-02 16:17:00.048
6697,2017-11-02 16:23:00.436
6698,2017-11-02 16:27:45.005
6699,2017-11-02 16:31:13.113
6700,2017-11-02 16:35:00.449
6701,2017-11-02 16:53:21.041
6702,2017-11-02 17:01:07.038
6703,2017-11-02 17:07:51.387
6704,2017-11-02 18:39:34.554
6705,2017-11-02 18:43:29.925
6706,2017-11-02 18:45:53.225
6707,2017-11-02 18:47:00.506
6708,2017-11-02 18:54:58.337
6709,2017-11-02 18:55:00.376
6710,2017-11-02 19:07:26.016
6711,2017-11-02 19:10:01.556
6712,2017-11-02 19:11:23.461
6713,2017-11-02 19:13:00.190
6714,2017-11-02 19:17:11.437
6715,2017-11-02 19:19:08.896
6716,2017-11-02 19:25:17.405
6717,2017-11-02 19:28:30.166
6718,2017-11-02 19:30:53.588
6719,2017-11-02 19:31:00.240
6720,2017-11-02 19:33:01.289
6721,2017-11-02 19:39:58.773
6722,2017-11-02 19:42:34.056
6723,2017-11-02 19:43:00.619
6724,2017-11-02 19:45:00.151
6725,2017-11-03 16:41:34.523
6726,2017-11-03 20:12:41.772
6727,2017-11-03 20:13:20.109
6728,2017-11-04 09:04:47.957
6729,2017-11-04 21:28:33.321
6730,2017-11-04 21:31:16.829
6731,2017-11-04 21:33:06.669
6732,2017-11-04 21:35:39.203
6733,2017-11-04 21:38:04.350
6734,2017-11-04 21:41:36.449
6735,2017-11-05 08:25:17.724
6736,2017-11-05 17:29:00.503
6737,2017-12-15 19:01:59.221
6738,2017-12-15 19:04:50.874
6739,2017-12-15 19:05:08.049
6740,2017-12-15 19:09:08.955
6741,2017-12-15 19:11:10.231
6742,2017-12-15 19:15:24.773
6743,2017-12-15 19:17:52.161
6744,2017-12-15 19:33:41.163
6745,2017-12-15 19:36:32.090
6746,2017-12-15 19:39:01.314
6747,2017-12-15 19:59:05.467
6748,2017-12-15 20:01:04.870
6749,2017-12-15 20:05:17.429
6750,2017-12-16 19:44:06.542
6751,2017-12-16 19:45:37.597
6752,2017-12-16 19:47:00.369
6753,2017-12-16 20:11:21.373
6754,2017-12-16 20:13:02.695
6755,2017-12-16 20:27:37.688
6756,2017-12-16 20:34:08.418
6757,2017-12-16 20:35:00.346
6758,2017-12-16 20:37:01.991
6759,2017-12-16 20:39:00.342
6760,2017-12-16 20:46:15.268
6761,2017-12-16 20:47:01.437
6762,2017-12-16 23:07:07.041
6763,2018-01-02 16:53:27.001
6764,2018-01-02 16:55:13.649
6765,2018-01-02 17:35:29.739
6766,2018-01-02 17:44:34.596
6767,2018-01-02 18:05:00.161
6768,2018-01-02 18:08:08.453
6769,2018-01-02 18:09:33.031
6770,2018-01-02 18:15:18.811
6771,2018-01-03 12:03:26.893
6772,2018-01-05 19:05:27.424
6773,2018-01-05 19:07:01.048
6774,2018-01-05 20:10:42.317
6775,2018-01-05 20:11:01.133
6776,2018-01-05 20:14:22.508
6777,2018-01-05 20:15:38.151
6778,2018-01-05 20:18:02.590
6779,2018-01-05 20:25:24.715
6780,2018-01-05 20:28:08.985
6781,2018-01-05 20:58:46.359
6782,2018-01-05 21:01:43.478
6783,2018-01-05 21:04:12.582
6784,2018-01-05 21:07:32.923
6785,2018-01-05 21:10:24.303
6786,2018-01-05 21:18:16.350
6787,2018-01-05 21:19:56.269
6788,2018-01-05 21:22:38.285
6789,2018-01-05 21:23:00.078
6790,2018-01-05 21:30:01.871
6791,2018-01-05 21:31:10.351
6792,2018-01-05 21:33:17.386
6793,2018-01-05 21:35:21.027
6794,2018-01-05 21:42:07.584
6795,2018-01-05 22:09:11.875
6796,2018-01-05 22:12:16.240
6797,2018-01-05 22:16:12.348
6798,2018-01-05 22:17:00.268
6799,2018-01-05 22:50:07.819
6800,2018-01-05 22:54:06.928
6801,2018-01-05 22:55:16.730
6802,2018-01-05 22:58:03.653
6803,2018-01-05 22:59:01.182
6804,2018-01-05 23:03:33.329
6805,2018-01-05 23:05:02.547
6806,2018-01-05 23:07:09.419
6807,2018-01-05 23:17:51.069
6808,2018-01-05 23:22:52.616
6809,2018-01-06 14:04:31.350
6810,2018-01-06 14:06:41.799
6811,2018-01-06 14:25:36.325
6812,2018-01-06 14:28:23.292
6813,2018-01-06 14:29:00.374
6814,2018-01-06 14:59:36.750
6815,2018-01-07 09:16:04.429
6816,2018-01-07 09:21:56.462
6817,2018-01-07 09:36:09.398
6818,2018-01-07 09:39:11.278
6819,2018-01-07 09:44:03.038
6820,2018-01-07 10:38:27.786
6821,2018-01-07 10:39:00.023
6822,2018-01-07 10:47:20.492
6823,2018-01-07 10:55:32.782
6824,2018-01-07 11:00:26.420
6825,2018-01-07 11:03:50.728
6826,2018-01-07 11:24:14.347
6827,2018-01-07 11:27:28.820
6828,2018-01-07 11:33:07.654
6829,2018-01-07 11:36:08.983
6830,2018-01-07 11:37:01.617
6831,2018-01-07 11:39:18.752
6832,2018-01-07 11:42:15.622
6833,2018-01-07 12:07:08.922
6834,2018-01-07 12:30:20.594
6835,2018-01-07 12:35:16.835
6836,2018-01-07 12:37:02.572
6837,2018-01-07 12:54:20.181
6838,2018-01-07 12:55:01.646
6839,2018-01-07 12:57:50.024
6840,2018-01-07 13:01:46.176
6841,2018-01-10 20:22:22.598
6842,2018-01-10 20:23:37.380
6843,2018-01-12 17:26:26.333
6844,2018-01-12 17:33:10.086
6845,2018-01-12 17:39:36.250
6846,2018-01-22 07:09:31.691
6847,2018-01-22 07:11:08.740
6848,2018-01-22 07:14:49.722
6849,2018-01-22 07:15:02.526
6850,2018-01-22 07:17:00.005
6851,2018-01-22 07:19:11.988
6852,2018-01-22 07:21:43.149
6853,2018-01-22 07:23:19.069
6854,2018-01-22 07:25:47.118
6855,2018-01-22 07:28:54.853
6856,2018-01-22 07:29:00.401
6857,2018-01-26 21:13:59.915
6858,2018-01-26 21:20:00.551
6859,2018-01-26 21:21:08.257
6860,2018-01-26 21:23:06.915
6861,2018-01-26 21:25:00.194
6862,2018-01-26 21:27:03.126
6863,2018-01-26 21:29:00.204
6864,2018-01-26 21:31:00.440
6865,2018-01-26 21:33:01.282
6866,2018-01-26 21:35:00.598
6867,2018-01-26 21:37:11.519
6868,2018-01-26 21:39:00.137
6869,2018-01-26 21:41:01.161
6870,2018-01-26 21:43:02.240
6871,2018-01-26 21:45:01.485
6872,2018-01-26 21:47:04.856
6873,2018-01-26 21:49:00.099
6874,2018-01-26 21:51:00.172
6875,2018-01-26 21:53:00.203
6876,2018-01-26 21:56:02.047
6877,2018-01-26 21:57:21.324
6878,2018-01-26 21:59:00.746
6879,2018-01-26 22:01:00.072
6880,2018-01-26 22:03:00.696
6881,2018-01-26 22:05:00.128
6882,2018-01-26 22:07:00.177
6883,2018-01-26 22:09:00.270
6884,2018-01-26 22:11:03.082
6885,2018-01-26 22:13:09.301
6886,2018-01-26 22:16:03.812
6887,2018-01-26 22:17:05.488
6888,2018-01-26 22:19:00.143
6889,2018-01-26 22:21:15.037
6890,2018-01-26 22:23:22.957
6891,2018-01-26 22:25:00.837
6892,2018-01-26 22:27:09.682
6893,2018-01-26 22:29:03.429
6894,2018-01-26 22:31:00.322
6895,2018-01-26 22:33:06.959
6896,2018-01-26 22:35:00.348
6897,2018-01-26 22:37:00.167
6898,2018-01-27 21:13:55.336
6899,2018-01-28 14:50:17.343
6900,2018-01-28 21:56:40.284
6901,2018-01-28 21:57:07.515
6902,2018-01-28 21:59:00.394
6903,2018-01-28 22:01:04.497
6904,2018-01-28 22:03:09.696
6905,2018-01-28 22:05:17.490
6906,2018-01-28 22:07:33.146
6907,2018-01-28 22:09:00.256
6908,2018-01-28 22:11:03.435
6909,2018-01-28 22:13:00.314
6910,2018-01-28 22:15:09.934
6911,2018-01-28 22:17:02.655
6912,2018-01-28 22:19:22.326
6913,2018-01-28 22:24:25.393
6914,2018-01-28 22:31:32.620
6915,2018-01-28 22:33:00.102
6916,2018-01-29 17:29:12.274
6917,2018-01-29 17:35:57.168
6918,2018-01-29 17:39:37.924
6919,2018-01-29 17:41:40.979
6920,2018-01-29 17:43:00.163
6921,2018-01-29 17:45:14.314
6922,2018-01-29 17:47:28.344
6923,2018-01-29 17:49:00.864
6924,2018-01-29 17:51:24.289
6925,2018-01-29 17:54:08.612
6926,2018-01-29 18:00:05.116
6927,2018-01-29 18:01:00.578
6928,2018-01-29 18:03:10.485
6929,2018-01-29 18:07:14.396
6930,2018-01-29 18:09:39.669
6931,2018-01-29 18:11:00.067
6932,2018-01-29 18:13:34.829
6933,2018-01-29 18:16:23.458
6934,2018-01-29 18:25:27.136
6935,2018-01-29 18:27:55.463
6936,2018-01-29 18:31:15.159
6937,2018-01-29 18:46:44.906
6938,2018-01-29 20:05:27.404
6939,2018-01-29 20:07:29.410
6940,2018-01-29 20:12:20.780
6941,2018-01-29 20:13:05.610
6942,2018-01-29 20:19:02.783
6943,2018-01-29 20:41:56.652
6944,2018-01-29 20:51:23.125
6945,2018-01-29 23:35:57.339
6946,2018-01-29 23:38:04.879
6947,2018-01-29 23:39:09.471
6948,2018-01-30 00:29:43.416
6949,2018-01-30 00:31:00.213
6950,2018-01-30 00:33:02.008
6951,2018-01-30 00:37:08.106
6952,2018-01-30 00:39:00.168
6953,2018-01-30 00:41:01.699
6954,2018-01-30 00:43:02.836
6955,2018-01-30 00:48:53.102
6956,2018-01-30 00:49:01.361
6957,2018-01-30 10:04:35.539
6958,2018-01-30 10:10:54.365
6959,2018-01-30 10:11:06.505
6960,2018-01-30 10:13:22.245
6961,2018-01-12 22:44:54.255
6962,2018-01-12 22:45:00.795
6963,2018-01-12 22:48:18.175
6964,2018-01-12 22:49:16.737
6965,2018-01-12 22:51:25.923
6966,2018-01-12 22:53:34.911
6967,2018-01-14 16:28:11.344
6968,2018-01-14 16:29:00.418
6969,2018-01-14 16:31:00.995
6970,2018-01-14 16:33:00.033
6971,2018-01-14 16:35:35.955
6972,2018-01-14 16:37:21.890
6973,2018-01-14 17:25:03.041
6974,2018-01-14 17:27:59.333
6975,2018-01-14 17:29:00.805
6976,2018-01-14 17:32:57.699
6977,2018-01-14 17:33:00.773
6978,2018-01-15 16:58:26.647
6979,2018-01-15 19:41:50.943
6980,2018-01-15 19:43:55.729
6981,2018-01-15 19:45:01.017
6982,2018-01-15 19:49:45.627
6983,2018-01-18 17:08:04.747
6984,2018-01-18 17:15:48.168
6985,2018-01-18 17:17:16.575
6986,2018-01-18 17:36:10.233
6987,2018-01-18 17:37:49.241
6988,2018-01-18 17:44:41.355
6989,2018-01-18 17:45:08.052
6990,2018-01-18 17:47:03.345
6991,2018-01-18 17:49:36.133
6992,2017-12-30 12:16:22.388
6993,2017-12-30 13:08:25.285
6994,2017-12-30 13:17:01.881
6995,2017-12-30 13:22:57.694
6996,2017-12-30 13:23:00.157
6997,2017-12-30 13:25:47.056
6998,2017-12-30 13:28:27.183
6999,2017-12-30 13:29:01.147
7000,2017-12-30 13:31:00.427
7001,2017-12-30 13:35:12.641
7002,2017-12-30 13:37:19.120
7003,2017-12-30 13:40:09.503
7004,2017-12-30 13:41:01.917
7005,2017-12-30 16:12:01.723
7006,2017-12-30 16:28:43.657
7007,2017-12-30 16:29:00.054
7008,2017-12-30 16:31:06.233
7009,2017-12-31 09:22:27.542
7010,2017-12-31 09:27:11.532
7011,2017-12-31 10:31:29.184
7012,2017-12-31 10:38:43.877
7013,2017-12-31 10:39:00.093
7014,2017-12-31 10:46:09.607
7015,2017-12-31 10:47:05.447
7016,2017-12-31 10:49:28.618
7017,2018-01-01 10:27:39.454
7018,2018-01-01 10:45:19.472
7019,2018-01-01 10:48:20.751
7020,2018-01-01 10:49:00.233
7021,2018-01-01 10:51:25.813
7022,2018-01-01 10:55:31.501
7023,2018-01-01 10:57:57.297
7024,2018-01-01 10:59:03.714
7025,2018-01-01 14:48:12.547
7026,2017-09-30 11:02:46.854
7027,2017-09-30 11:04:55.867
7028,2017-09-30 11:05:00.269
7029,2017-09-30 11:34:54.638
7030,2017-09-30 11:35:00.259
7031,2017-09-30 11:39:05.560
7032,2017-09-30 11:41:31.335
7033,2017-09-30 11:48:07.569
7034,2017-09-30 12:42:04.671
7035,2017-09-30 12:49:45.253
7036,2017-09-30 12:53:51.458
7037,2017-09-30 13:05:41.007
7038,2017-09-30 13:08:23.182
7039,2017-09-30 13:09:02.310
7040,2017-09-30 13:14:53.217
7041,2017-09-30 13:18:18.418
7042,2017-09-30 13:21:16.559
7043,2017-09-30 13:29:22.795
7044,2017-09-30 13:31:01.671
7045,2017-09-30 13:33:00.179
7046,2017-09-30 13:36:47.251
7047,2017-09-30 13:37:00.612
7048,2017-09-30 13:44:44.625
7049,2017-09-30 13:45:00.871
7050,2017-09-30 14:08:19.654
7051,2017-09-30 14:11:57.852
7052,2017-09-30 14:17:53.849
7053,2017-09-30 14:20:46.067
7054,2017-09-30 14:22:50.644
7055,2017-09-30 14:23:00.959
7056,2017-09-30 14:32:31.204
7057,2017-09-30 14:33:39.042
7058,2017-09-30 14:37:22.669
7059,2017-09-30 14:39:16.608
7060,2017-09-30 14:43:51.182
7061,2017-09-30 14:47:23.492
7062,2017-09-30 14:51:47.000
7063,2017-09-30 14:53:39.879
7064,2017-09-30 14:55:00.841
7065,2017-09-30 14:58:58.027
7066,2017-09-30 15:00:06.561
7067,2017-09-30 15:03:32.968
7068,2017-09-30 15:05:19.066
7069,2017-10-01 15:36:26.822
7070,2017-10-01 15:47:50.892
7071,2017-10-01 15:52:32.117
7072,2017-10-01 15:53:57.688
7073,2017-10-01 15:57:33.876
7074,2017-10-01 16:02:12.256
7075,2017-10-01 16:03:04.147
7076,2017-10-01 16:06:03.714
7077,2017-10-01 16:07:51.709
7078,2017-10-01 16:13:02.304
7079,2017-10-01 16:18:47.601
7080,2017-10-01 16:19:00.034
7081,2017-10-01 16:21:00.321
7082,2017-10-01 16:27:26.497
7083,2017-10-01 16:30:07.842
7084,2017-10-01 16:31:01.280
7085,2017-10-01 16:34:09.670
7086,2017-10-01 16:41:35.938
7087,2017-10-01 16:44:41.676
7088,2017-10-01 16:45:22.704
7089,2017-10-01 16:52:59.696
7090,2017-10-01 16:53:02.952
7091,2017-10-01 16:58:55.870
7092,2017-10-01 16:59:00.907
7093,2017-10-01 17:05:35.103
7094,2017-10-01 17:07:00.070
7095,2017-10-02 17:58:38.268
7096,2017-10-02 18:00:19.376
7097,2017-10-02 18:45:30.598
7098,2017-10-02 18:49:12.361
7099,2017-10-02 18:51:24.290
7100,2017-10-02 18:53:00.206
7101,2017-10-02 18:58:14.540
7102,2017-10-02 18:59:00.492
7103,2017-10-02 19:30:10.950
7104,2017-10-02 19:35:41.278
7105,2017-10-02 19:44:53.127
7106,2017-10-02 19:45:00.685
7107,2017-10-02 20:27:48.486
7108,2017-10-02 20:29:14.756
7109,2017-10-03 20:29:31.346
7110,2017-10-03 20:31:03.558
7111,2017-10-03 20:33:16.211
7112,2017-10-03 20:36:18.590
7113,2017-10-03 20:38:33.659
7114,2017-10-03 20:45:14.114
7115,2017-10-03 20:54:34.562
7116,2017-10-13 20:36:45.193
7117,2017-10-13 21:20:43.952
7118,2017-10-13 21:21:14.197
7119,2017-10-13 21:24:19.308
7120,2017-10-13 21:26:23.597
7121,2017-10-13 21:30:38.810
7122,2017-10-13 21:32:53.694
7123,2017-10-13 21:33:01.307
7124,2017-10-13 22:03:48.107
7125,2017-10-13 22:21:22.805
7126,2017-10-13 22:25:02.405
7127,2017-10-13 22:27:01.544
7128,2017-10-13 22:29:07.821
7129,2017-10-13 22:33:27.665
7130,2017-10-13 22:35:12.355
7131,2017-10-13 22:38:55.626
7132,2017-10-13 22:39:00.092
7133,2017-10-13 22:41:00.460
7134,2017-10-13 22:43:00.187
7135,2017-10-13 22:45:05.693
7136,2017-10-13 22:47:12.101
7137,2017-10-13 22:49:00.331
7138,2017-10-13 22:51:00.617
7139,2017-10-13 22:53:02.831
7140,2017-10-13 22:55:00.309
7141,2017-10-13 22:58:28.241
7142,2017-10-13 22:59:05.171
7143,2017-10-14 09:49:31.436
7144,2017-10-14 10:01:25.584
7145,2017-10-14 10:25:02.318
7146,2017-10-14 10:31:47.393
7147,2017-10-14 10:44:26.621
7148,2017-10-14 10:45:21.834
7149,2017-10-14 10:47:51.292
7150,2017-10-14 10:49:18.048
7151,2017-10-14 10:51:02.363
7152,2017-10-14 10:53:25.790
7153,2017-10-14 10:57:38.930
7154,2017-10-14 11:15:40.784
7155,2017-10-14 11:20:33.926
7156,2017-10-14 11:21:10.525
7157,2017-10-14 11:24:39.245
7158,2017-10-14 11:29:19.691
7159,2017-10-14 11:31:04.832
7160,2017-10-14 11:41:11.909
7161,2017-10-15 20:56:52.907
7162,2017-10-15 20:57:00.854
7163,2017-10-16 19:33:40.774
7164,2017-10-16 19:35:06.195
7165,2017-10-16 19:46:37.362
7166,2017-10-16 19:47:00.636
7167,2017-10-16 19:51:31.124
7168,2017-10-16 19:54:11.292
7169,2017-10-16 19:55:00.041
7170,2017-10-16 19:57:37.908
7171,2017-10-28 10:37:00.035
7172,2017-10-28 10:46:38.465
7173,2017-11-05 17:06:05.975
7174,2017-12-25 10:31:56.318
7175,2017-12-25 10:33:00.205
7176,2017-12-25 10:35:26.463
7177,2017-12-25 10:39:30.504
7178,2017-12-25 10:41:00.480
7179,2017-12-25 10:43:00.248
7180,2017-12-25 11:06:42.840
7181,2017-12-25 11:07:05.438
7182,2017-12-25 11:09:31.524
7183,2017-12-25 11:11:00.119
7184,2017-12-25 11:15:03.393
7185,2017-12-25 11:17:00.176
7186,2017-12-25 11:22:44.790
7187,2017-12-25 11:23:01.835
7188,2017-12-28 15:09:25.292
7189,2018-01-02 17:08:14.778
7190,2017-12-07 21:32:50.995
7191,2017-12-28 12:18:58.936
7192,2017-12-28 12:19:00.752
7193,2017-12-20 17:39:50.055
7194,2017-12-20 17:44:06.839
7195,2017-12-20 17:47:28.046
7196,2017-12-20 17:51:20.288
7197,2017-12-20 17:56:18.186
7198,2017-12-20 17:57:06.369
7199,2017-12-20 18:06:28.866
7200,2017-12-20 18:07:49.262
7201,2017-12-20 18:09:00.688
7202,2017-12-20 18:12:36.899
7203,2017-12-20 18:13:00.703
7204,2017-12-20 18:17:07.220
7205,2017-12-20 18:20:38.076
7206,2017-12-20 18:21:00.640
7207,2017-12-20 21:50:35.350
7208,2017-12-20 21:51:03.212
7209,2017-12-20 21:53:23.428
7210,2017-12-20 21:56:16.058
7211,2017-12-20 21:57:00.937
7212,2017-12-20 21:59:19.930
7213,2017-12-20 22:01:01.678
7214,2017-12-22 19:50:08.542
7215,2017-12-22 19:51:00.425
7216,2017-12-22 20:33:34.530
7217,2017-12-22 20:38:18.329
7218,2017-12-22 20:39:00.082
7219,2017-12-22 20:41:16.076
7220,2017-12-22 20:43:09.469
7221,2017-12-16 09:20:19.284
7222,2017-12-09 22:22:14.007
7223,2017-12-09 22:23:05.768
7224,2017-12-09 22:57:21.877
7225,2017-12-10 16:51:13.243
7226,2017-12-10 17:01:29.934
7227,2017-12-07 21:31:11.269
7228,2017-12-07 21:37:53.517
7229,2017-12-07 21:39:15.635
7230,2017-12-07 21:43:22.079
7231,2017-12-07 21:45:06.688
7232,2017-12-07 21:48:37.492
7233,2017-12-07 21:52:28.324
7234,2017-12-07 21:53:00.134
7235,2017-12-07 22:03:02.593
7236,2017-12-07 22:07:15.030
7237,2017-12-07 22:12:34.891
7238,2017-12-07 22:13:00.060
7239,2017-12-07 22:17:18.047
7240,2017-12-07 22:19:00.497
7241,2017-12-07 21:33:08.232
7242,2017-11-28 15:28:14.298
7243,2017-11-28 15:29:00.118
7244,2017-11-28 15:33:07.060
7245,2017-11-28 15:35:00.477
7246,2017-11-28 15:40:18.052
7247,2017-11-28 15:42:17.215
7248,2017-11-28 15:43:15.798
7249,2017-11-28 15:45:24.950
7250,2017-11-28 15:48:20.290
7251,2017-11-28 15:50:02.052
7252,2017-11-28 15:53:20.391
7253,2017-11-28 15:55:00.168
7254,2017-11-28 15:57:29.704
7255,2017-11-28 15:59:50.795
7256,2017-11-28 16:08:17.743
7257,2017-11-28 16:09:28.646
7258,2017-11-28 16:11:22.451
7259,2017-11-28 16:13:43.991
7260,2017-11-28 18:33:38.628
7261,2017-11-28 18:38:39.335
7262,2017-11-28 18:39:01.715
7263,2017-11-28 18:44:19.287
7264,2017-11-28 18:45:02.938
7265,2017-11-28 18:53:43.088
7266,2017-11-28 19:00:13.299
7267,2017-11-28 19:01:35.646
7268,2017-11-28 19:04:48.755
7269,2017-11-28 19:05:00.413
7270,2017-11-28 19:17:54.207
7271,2017-11-28 19:19:30.817
7272,2017-11-28 19:21:37.319
7273,2017-11-28 19:27:03.769
7274,2017-11-28 19:30:48.701
7275,2017-11-28 19:31:06.759
7276,2017-11-28 19:34:47.819
7277,2017-11-28 19:35:00.076
7278,2017-11-28 19:38:07.904
7279,2017-11-28 19:39:00.836
7280,2017-11-28 19:41:10.292
7281,2017-11-28 19:44:28.610
7282,2017-11-28 19:45:17.034
7283,2017-11-28 19:47:16.610
7284,2017-11-28 19:49:00.237
7285,2017-11-28 19:51:02.471
7286,2017-11-28 19:53:06.350
7287,2017-11-28 19:55:01.992
7288,2017-11-28 19:57:16.031
7289,2017-11-28 19:59:05.753
7290,2017-11-28 20:01:20.485
7291,2017-11-28 21:19:34.206
7292,2017-11-28 21:21:38.714
7293,2017-11-28 21:24:53.711
7294,2017-11-28 21:25:01.729
7295,2017-11-28 21:27:02.230
7296,2017-11-22 17:02:59.471
7297,2017-11-22 17:32:26.133
7298,2017-11-22 17:33:01.352
7299,2017-11-20 17:47:28.689
7300,2017-11-14 17:10:21.846
7301,2017-11-14 17:11:13.390
7302,2017-11-14 17:17:37.039
7303,2017-11-14 17:20:18.029
7304,2017-11-14 17:21:40.007
7305,2017-11-14 17:25:19.980
7306,2017-11-14 17:28:27.343
7307,2017-11-14 17:29:01.276
7308,2017-11-14 17:42:08.198
7309,2017-11-14 17:48:59.232
7310,2017-11-14 17:49:14.956
7311,2017-11-14 18:02:38.925
7312,2017-11-14 18:03:00.449
7313,2017-11-14 18:05:23.721
7314,2017-11-14 18:17:04.208
7315,2017-11-14 18:23:41.646
7316,2017-11-16 18:50:20.102
7317,2017-11-16 18:53:52.342
7318,2017-11-16 19:00:24.011
7319,2017-11-16 19:01:52.427
7320,2017-11-16 19:08:36.885
7321,2017-11-16 19:11:28.446
7322,2017-11-16 19:17:07.548
7323,2017-11-16 20:26:43.588
7324,2017-11-16 20:27:02.026
7325,2017-11-09 18:44:37.680
7326,2017-11-09 18:45:01.167
7327,2017-11-09 18:48:09.941
7328,2017-11-09 18:49:53.774
7329,2017-11-09 18:51:00.056
7330,2017-11-09 18:53:02.702
7331,2017-11-09 19:02:58.102
7332,2017-11-09 19:03:00.930
7333,2017-11-09 19:05:34.499
7334,2017-11-03 13:46:24.519
7335,2017-11-03 13:47:00.248
7336,2017-11-03 13:49:14.365
7337,2017-11-03 14:25:27.055
7338,2017-11-03 14:29:18.927
7339,2017-11-03 14:31:00.954
7340,2017-11-03 14:34:04.637
7341,2017-11-03 14:36:59.135
7342,2017-11-03 14:37:01.040
7343,2017-11-03 14:45:22.314
7344,2017-11-03 14:47:01.117
7345,2017-11-03 14:49:00.743
7346,2017-11-03 14:52:30.993
7347,2017-11-03 14:53:18.944
7348,2017-11-03 16:44:26.303
7349,2017-11-03 16:45:23.924
7350,2017-11-03 16:47:12.022
7351,2017-11-03 16:49:37.937
7352,2017-11-03 17:14:46.750
7353,2017-11-03 17:17:18.564
7354,2017-11-03 17:20:18.948
7355,2017-11-03 18:48:56.135
7356,2017-11-03 18:53:01.697
7357,2017-11-03 18:55:02.733
7358,2017-11-03 21:19:52.351
7359,2017-11-03 21:21:01.486
7360,2017-11-03 21:26:12.225
7361,2017-11-03 21:28:32.941
7362,2017-11-03 21:29:00.574
7363,2017-11-03 21:41:06.134
7364,2017-11-05 14:42:51.145
7365,2017-11-05 14:43:38.607
7366,2017-11-05 14:46:38.755
7367,2017-11-05 14:47:12.946
7368,2017-11-05 14:53:34.631
7369,2017-11-05 15:08:16.816
7370,2017-11-05 15:09:22.420
7371,2017-11-07 14:08:03.353
7372,2017-11-07 14:16:52.587
7373,2017-11-07 14:18:29.082
7374,2017-11-07 14:19:11.908
7375,2017-11-07 17:48:01.594
7376,2017-11-07 17:49:51.639
7377,2017-11-07 17:52:02.295
7378,2017-11-07 18:04:11.999
7379,2017-11-07 18:06:04.545
7380,2017-11-07 18:14:56.922
7381,2017-11-07 18:16:14.520
7382,2017-11-07 18:18:10.123
7383,2017-11-07 18:19:01.264
7384,2017-11-07 18:21:00.290
7385,2017-11-07 18:23:10.919
7386,2017-11-07 18:30:45.763
7387,2017-11-07 18:31:00.293
7388,2017-11-07 18:34:18.866
7389,2017-11-07 18:35:55.937
7390,2017-11-07 18:37:53.988
7391,2017-11-07 18:39:17.316
7392,2017-11-07 19:14:31.761
7393,2017-11-07 19:15:35.621
7394,2017-11-07 19:18:41.355
7395,2017-11-07 19:29:35.525
7396,2017-11-07 20:14:47.072
7397,2017-11-07 20:15:04.135
7398,2017-11-08 19:31:11.806
7399,2017-11-08 19:33:59.091
7400,2017-11-08 19:35:05.075
7401,2017-11-08 19:37:13.857
7402,2017-11-08 20:51:05.183
7403,2017-10-17 18:00:46.317
7404,2017-10-17 18:01:00.218
7405,2017-10-17 18:07:13.622
7406,2017-11-02 17:13:31.541
7407,2017-11-02 17:15:02.278
7408,2017-11-02 17:21:11.695
7409,2017-11-02 17:39:32.221
7410,2017-11-02 17:41:00.094
7411,2017-11-02 17:43:34.960
7412,2017-11-02 17:45:00.399
7413,2017-11-02 17:47:27.304
7414,2017-09-08 18:17:49.479
7415,2017-09-09 10:13:40.506
7416,2017-09-09 10:31:00.700
7417,2017-09-09 10:34:04.180
7418,2017-09-09 10:41:53.150
7419,2017-09-09 10:46:44.702
7420,2017-09-09 10:47:12.146
7421,2017-09-10 13:11:30.230
7422,2017-09-10 14:46:40.431
7423,2017-09-10 14:47:00.076
7424,2017-09-10 14:49:30.998
7425,2017-09-10 14:51:06.120
7426,2017-09-10 14:53:00.952
7427,2017-09-10 14:55:07.845
7428,2017-09-10 15:32:07.347
7429,2017-09-10 15:33:17.150
7430,2017-09-10 15:35:00.432
7431,2017-09-10 15:41:21.255
7432,2017-09-10 16:06:25.505
7433,2017-09-10 16:29:23.532
7434,2017-09-10 16:40:17.134
7435,2017-09-10 16:41:04.402
7436,2017-09-10 16:43:00.875
7437,2017-09-10 16:45:56.733
7438,2017-09-10 16:50:44.100
7439,2017-09-10 16:51:05.871
7440,2017-09-10 16:54:28.761
7441,2017-09-10 16:55:17.438
7442,2017-09-10 16:58:13.996
7443,2017-09-10 16:59:18.613
7444,2017-09-10 17:02:12.854
7445,2017-09-10 17:03:05.827
7446,2017-09-10 17:06:53.809
7447,2017-09-10 17:07:00.260
7448,2017-09-10 17:37:19.607
7449,2017-09-10 17:39:02.570
7450,2017-09-10 17:41:11.765
7451,2017-09-10 17:43:49.205
7452,2017-09-10 17:45:02.102
7453,2017-09-10 17:48:44.529
7454,2017-09-10 17:49:01.116
7455,2017-09-10 17:52:15.128
7456,2017-09-10 18:59:04.335
7457,2017-09-10 19:03:36.014
7458,2017-09-10 20:13:49.647
7459,2017-09-11 16:00:10.761
7460,2017-09-11 16:52:59.103
7461,2017-09-11 16:54:08.235
7462,2017-09-11 16:55:03.013
7463,2017-09-11 16:57:04.648
7464,2017-09-11 17:03:18.541
